Var1,Var2,Freq
TEMPORARY SIGN - PORTABLE,DRAIN CONTRACTOR,-0.004871951787364692
TEMPORARY SIGN PROVIDER,DRAIN CONTRACTOR,-0.001622325109557786
THEATRE,DRAIN CONTRACTOR,-0.007995003747099235
TORONTO TAXICAB OWNER,DRAIN CONTRACTOR,-0.00237981976777156
TOW TRUCK OWNER,DRAIN CONTRACTOR,-0.006653896444559505
VAPOUR PRODUCT RETAILER,DRAIN CONTRACTOR,-0.021003839563642015
ADULT ENTERTAINMENT CLUB,DRIVE-SELF RENTAL OWNER,-0.006631845058351398
BILLIARD HALL,DRIVE-SELF RENTAL OWNER,-0.012247275079223126
BODY RUB PARLOUR,DRIVE-SELF RENTAL OWNER,0.06020995543613443
BOWLING HOUSE,DRIVE-SELF RENTAL OWNER,-0.00773098100904226
BUILDING CLEANER,DRIVE-SELF RENTAL OWNER,0.05439103067547596
BUILDING RENOVATOR,DRIVE-SELF RENTAL OWNER,0.012770334454650641
CARNIVAL,DRIVE-SELF RENTAL OWNER,-0.003453867348184905
CIRCUS,DRIVE-SELF RENTAL OWNER,-0.003453867348184905
CLOTHING DROP BOX LOCATION PERMIT,DRIVE-SELF RENTAL OWNER,-0.002427134021123687
CLOTHING DROP BOX OPERATOR,DRIVE-SELF RENTAL OWNER,-0.004230646392185809
COMMERCIAL PARKING LOT,DRIVE-SELF RENTAL OWNER,-6.495093019983942e-4
CURB LANE CAFE,DRIVE-SELF RENTAL OWNER,-0.02886542480266799
CURBLANE VENDING,DRIVE-SELF RENTAL OWNER,0.00772704455304592
DRAIN CONTRACTOR,DRIVE-SELF RENTAL OWNER,-0.0025239244524454304
DRIVE-SELF RENTAL OWNER,DRIVE-SELF RENTAL OWNER,1
DRIVEWAY PAVING CONTRACTOR,DRIVE-SELF RENTAL OWNER,0.04750319214824629
DRIVING SCHOOL OPERATOR (B),DRIVE-SELF RENTAL OWNER,-0.012329690003966536
DRIVING SCHOOL OPERATOR (V),DRIVE-SELF RENTAL OWNER,-0.005319437990377344
EATING ESTABLISHMENT,DRIVE-SELF RENTAL OWNER,0.0021848326626340638
ENTERTAINMENT ESTABLISHMENT/NIGHTCLUB,DRIVE-SELF RENTAL OWNER,0.0035838067843136697
HAWKER/PEDLAR WITH MOTOR VEHICLE,DRIVE-SELF RENTAL OWNER,-0.0024419413324497283
HEATING CONTRACTOR,DRIVE-SELF RENTAL OWNER,0.004120705877885014
HOLISTIC CENTRE,DRIVE-SELF RENTAL OWNER,0.026099873606198823
INSULATION INSTALLER,DRIVE-SELF RENTAL OWNER,-0.003453867348184905
LAUNDRY,DRIVE-SELF RENTAL OWNER,-0.026147758051498028
LIMOUSINE OWNER,DRIVE-SELF RENTAL OWNER,-0.001517637936214624
LIMOUSINE SERVICE COMPANY,DRIVE-SELF RENTAL OWNER,-0.006913031362729925
MARKETING DISPLAY,DRIVE-SELF RENTAL OWNER,-0.024721781187722752
MOBILE VENDING (FOOD TRUCK),DRIVE-SELF RENTAL OWNER,-0.013069541706199792
MOBILE VENDING (ICE CREAM TRUCK),DRIVE-SELF RENTAL OWNER,-0.0052372951664220934
MOTORIZED REFRESHMENT VEHICLE OWNER,DRIVE-SELF RENTAL OWNER,-0.009676519004705163
NON-MOTORIZED REFRESHMENT VEHICLE OWNER,DRIVE-SELF RENTAL OWNER,-0.008207345285276361
PAWN SHOP,DRIVE-SELF RENTAL OWNER,0.0105933820608504
PAYDAY LOAN,DRIVE-SELF RENTAL OWNER,-0.010612729452781149
PERMANENT FIREWORKS VENDOR,DRIVE-SELF RENTAL OWNER,-0.006913031362729925
PERSONAL SERVICES SETTINGS,DRIVE-SELF RENTAL OWNER,-0.011257532287972907
PET SHOP,DRIVE-SELF RENTAL OWNER,0.02961571107714367
PLACE OF AMUSEMENT,DRIVE-SELF RENTAL OWNER,-0.017546523235789317
PLUMBING & HEATING CONTRACTOR,DRIVE-SELF RENTAL OWNER,-0.00532063869190784
PLUMBING CONTRACTOR,DRIVE-SELF RENTAL OWNER,-0.006045132333434881
PRECIOUS METAL SHOP,DRIVE-SELF RENTAL OWNER,-0.001759083099439326
PRIVATE PARKING ENFORCEMENT AGENCY,DRIVE-SELF RENTAL OWNER,-0.0025270572473007915
PRIVATE TRANSPORTATION COMPANY,DRIVE-SELF RENTAL OWNER,-0.005463136265809745
PUBLIC GARAGE,DRIVE-SELF RENTAL OWNER,0.21977805538666323
PUBLIC HALL,DRIVE-SELF RENTAL OWNER,0.023978476090820523
RETAIL STORE (FOOD),DRIVE-SELF RENTAL OWNER,0.015650104106622743
SECOND HAND SALVAGE SHOP,DRIVE-SELF RENTAL OWNER,0.035334857429597494
SECOND HAND SALVAGE YARD,DRIVE-SELF RENTAL OWNER,-0.00720797449190825
SECOND HAND SHOP,DRIVE-SELF RENTAL OWNER,-4.39222269555221e-6
SHORT TERM RENTAL COMPANY,DRIVE-SELF RENTAL OWNER,0.0793526576578963
SIDEWALK CAFE,DRIVE-SELF RENTAL OWNER,-0.042062849905851726
SIDEWALK VENDING,DRIVE-SELF RENTAL OWNER,0.00789753204509366
SMOKE SHOP,DRIVE-SELF RENTAL OWNER,-0.015521637894145351
TAXICAB BROKER,DRIVE-SELF RENTAL OWNER,-0.006349010253634206
TAXICAB OPERATOR,DRIVE-SELF RENTAL OWNER,-0.005985330589199586
TAXICAB OWNER,DRIVE-SELF RENTAL OWNER,-0.005005697354002566
TEMPORARY FIREWORKS VENDOR (OVER 25 KG),DRIVE-SELF RENTAL OWNER,-0.012093730404248732
TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),DRIVE-SELF RENTAL OWNER,-0.006181938828952631
TEMPORARY LEASE FIREWORKS VENDOR,DRIVE-SELF RENTAL OWNER,-0.003453867348184905
TEMPORARY MOBILE FIREWORKS VENDOR,DRIVE-SELF RENTAL OWNER,0.009711892338922825
TEMPORARY SIGN - A-FRAME,DRIVE-SELF RENTAL OWNER,-0.019270693574788608
TEMPORARY SIGN - MOBILE,DRIVE-SELF RENTAL OWNER,-0.004013659536784247
TEMPORARY SIGN - PORTABLE,DRIVE-SELF RENTAL OWNER,-0.00733331461689024
TEMPORARY SIGN PROVIDER,DRIVE-SELF RENTAL OWNER,-0.0024419413324497283
THEATRE,DRIVE-SELF RENTAL OWNER,0.003469416112351138
TORONTO TAXICAB OWNER,DRIVE-SELF RENTAL OWNER,-0.003582130499284669
TOW TRUCK OWNER,DRIVE-SELF RENTAL OWNER,0.0074623016172200175
VAPOUR PRODUCT RETAILER,DRIVE-SELF RENTAL OWNER,0.017639412785003264
ADULT ENTERTAINMENT CLUB,DRIVEWAY PAVING CONTRACTOR,-0.0036920672660363386
BILLIARD HALL,DRIVEWAY PAVING CONTRACTOR,-0.006818278023730388
BODY RUB PARLOUR,DRIVEWAY PAVING CONTRACTOR,0.019825539970781174
BOWLING HOUSE,DRIVEWAY PAVING CONTRACTOR,-0.004303975992606958
BUILDING CLEANER,DRIVEWAY PAVING CONTRACTOR,0.10273787468703406
BUILDING RENOVATOR,DRIVEWAY PAVING CONTRACTOR,0.1939479876755037
CARNIVAL,DRIVEWAY PAVING CONTRACTOR,-0.001922829991543138
CIRCUS,DRIVEWAY PAVING CONTRACTOR,-0.001922829991543138
CLOTHING DROP BOX LOCATION PERMIT,DRIVEWAY PAVING CONTRACTOR,-0.013272303805787514
CLOTHING DROP BOX OPERATOR,DRIVEWAY PAVING CONTRACTOR,-0.002355276837943327
COMMERCIAL PARKING LOT,DRIVEWAY PAVING CONTRACTOR,-0.016045475927836197
CURB LANE CAFE,DRIVEWAY PAVING CONTRACTOR,-0.017770582061864906
CURBLANE VENDING,DRIVEWAY PAVING CONTRACTOR,-0.0030891376614795444
DRAIN CONTRACTOR,DRIVEWAY PAVING CONTRACTOR,0.014876022136349332
DRIVE-SELF RENTAL OWNER,DRIVEWAY PAVING CONTRACTOR,0.04750319214824629
DRIVEWAY PAVING CONTRACTOR,DRIVEWAY PAVING CONTRACTOR,1
DRIVING SCHOOL OPERATOR (B),DRIVEWAY PAVING CONTRACTOR,-0.0023028735017060487
DRIVING SCHOOL OPERATOR (V),DRIVEWAY PAVING CONTRACTOR,-0.002961426677670984
EATING ESTABLISHMENT,DRIVEWAY PAVING CONTRACTOR,-0.04870912421736535
ENTERTAINMENT ESTABLISHMENT/NIGHTCLUB,DRIVEWAY PAVING CONTRACTOR,-0.005042696907134635
HAWKER/PEDLAR WITH MOTOR VEHICLE,DRIVEWAY PAVING CONTRACTOR,-0.0013594726022383929
HEATING CONTRACTOR,DRIVEWAY PAVING CONTRACTOR,0.1250257364053041
HOLISTIC CENTRE,DRIVEWAY PAVING CONTRACTOR,-0.007011405297184344
INSULATION INSTALLER,DRIVEWAY PAVING CONTRACTOR,-0.001922829991543138
LAUNDRY,DRIVEWAY PAVING CONTRACTOR,-0.020586340859439483
LIMOUSINE OWNER,DRIVEWAY PAVING CONTRACTOR,0.14336629818156707
LIMOUSINE SERVICE COMPANY,DRIVEWAY PAVING CONTRACTOR,0.04852186912257677
MARKETING DISPLAY,DRIVEWAY PAVING CONTRACTOR,-0.013763059643011914
MOBILE VENDING (FOOD TRUCK),DRIVEWAY PAVING CONTRACTOR,-0.007276048624626987
MOBILE VENDING (ICE CREAM TRUCK),DRIVEWAY PAVING CONTRACTOR,-0.0029156962921151495
MOTORIZED REFRESHMENT VEHICLE OWNER,DRIVEWAY PAVING CONTRACTOR,-0.0053870919407956784
NON-MOTORIZED REFRESHMENT VEHICLE OWNER,DRIVEWAY PAVING CONTRACTOR,-0.0045691765417027515
PAWN SHOP,DRIVEWAY PAVING CONTRACTOR,-0.008739842312055018
PAYDAY LOAN,DRIVEWAY PAVING CONTRACTOR,-0.01588443515238608
PERMANENT FIREWORKS VENDOR,DRIVEWAY PAVING CONTRACTOR,0.04852186912257677
PERSONAL SERVICES SETTINGS,DRIVEWAY PAVING CONTRACTOR,-0.029956752379852212
PET SHOP,DRIVEWAY PAVING CONTRACTOR,-0.007017275384461156
PLACE OF AMUSEMENT,DRIVEWAY PAVING CONTRACTOR,-0.009768464658266314
PLUMBING & HEATING CONTRACTOR,DRIVEWAY PAVING CONTRACTOR,-0.008973721651586728
PLUMBING CONTRACTOR,DRIVEWAY PAVING CONTRACTOR,0.21208857057537606
PRECIOUS METAL SHOP,DRIVEWAY PAVING CONTRACTOR,0.03076449054840881
PRIVATE PARKING ENFORCEMENT AGENCY,DRIVEWAY PAVING CONTRACTOR,-0.007686444872246404
PRIVATE TRANSPORTATION COMPANY,DRIVEWAY PAVING CONTRACTOR,-0.0030414260887310684
PUBLIC GARAGE,DRIVEWAY PAVING CONTRACTOR,0.035026951072074
PUBLIC HALL,DRIVEWAY PAVING CONTRACTOR,-0.010567595516530961
RETAIL STORE (FOOD),DRIVEWAY PAVING CONTRACTOR,-0.036982030774676024
SECOND HAND SALVAGE SHOP,DRIVEWAY PAVING CONTRACTOR,-0.0038646442709094238
SECOND HAND SALVAGE YARD,DRIVEWAY PAVING CONTRACTOR,0.017829132744161456
SECOND HAND SHOP,DRIVEWAY PAVING CONTRACTOR,-0.012939297457503425
SHORT TERM RENTAL COMPANY,DRIVEWAY PAVING CONTRACTOR,-0.0013594726022383929
SIDEWALK CAFE,DRIVEWAY PAVING CONTRACTOR,-0.021799233208771134
SIDEWALK VENDING,DRIVEWAY PAVING CONTRACTOR,-0.0069355343791199465
SMOKE SHOP,DRIVEWAY PAVING CONTRACTOR,-0.008641174617322726
TAXICAB BROKER,DRIVEWAY PAVING CONTRACTOR,-0.0035346080499352142
TAXICAB OPERATOR,DRIVEWAY PAVING CONTRACTOR,-0.003332141048283652
TAXICAB OWNER,DRIVEWAY PAVING CONTRACTOR,8.467138180331923e-4
TEMPORARY FIREWORKS VENDOR (OVER 25 KG),DRIVEWAY PAVING CONTRACTOR,-0.006732796945182982
TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),DRIVEWAY PAVING CONTRACTOR,-0.0034415963868566083
TEMPORARY LEASE FIREWORKS VENDOR,DRIVEWAY PAVING CONTRACTOR,-0.001922829991543138
TEMPORARY MOBILE FIREWORKS VENDOR,DRIVEWAY PAVING CONTRACTOR,-0.005915250924904331
TEMPORARY SIGN - A-FRAME,DRIVEWAY PAVING CONTRACTOR,-0.01072834125575614
TEMPORARY SIGN - MOBILE,DRIVEWAY PAVING CONTRACTOR,-0.009907565380544915
TEMPORARY SIGN - PORTABLE,DRIVEWAY PAVING CONTRACTOR,-0.004082587969161153
TEMPORARY SIGN PROVIDER,DRIVEWAY PAVING CONTRACTOR,-0.0013594726022383929
THEATRE,DRIVEWAY PAVING CONTRACTOR,-0.006699636518562775
TORONTO TAXICAB OWNER,DRIVEWAY PAVING CONTRACTOR,-0.0019942363916395584
TOW TRUCK OWNER,DRIVEWAY PAVING CONTRACTOR,-0.0011837070289420675
VAPOUR PRODUCT RETAILER,DRIVEWAY PAVING CONTRACTOR,-0.006461000131675932
ADULT ENTERTAINMENT CLUB,DRIVING SCHOOL OPERATOR (B),-0.007220969870601582
BILLIARD HALL,DRIVING SCHOOL OPERATOR (B),0.013465166842036691
BODY RUB PARLOUR,DRIVING SCHOOL OPERATOR (B),0.05790609917787365
BOWLING HOUSE,DRIVING SCHOOL OPERATOR (B),-0.008417745053646454
BUILDING CLEANER,DRIVING SCHOOL OPERATOR (B),-0.0037606837673161276
BUILDING RENOVATOR,DRIVING SCHOOL OPERATOR (B),0.007745993666647593
CARNIVAL,DRIVING SCHOOL OPERATOR (B),-0.0037606837673161276
CIRCUS,DRIVING SCHOOL OPERATOR (B),-0.0037606837673161276
CLOTHING DROP BOX LOCATION PERMIT,DRIVING SCHOOL OPERATOR (B),0.01993630156791465
CLOTHING DROP BOX OPERATOR,DRIVING SCHOOL OPERATOR (B),-0.0046064662039521824
COMMERCIAL PARKING LOT,DRIVING SCHOOL OPERATOR (B),-0.015864089024371735
CURB LANE CAFE,DRIVING SCHOOL OPERATOR (B),-0.019787903375401483
CURBLANE VENDING,DRIVING SCHOOL OPERATOR (B),-0.006041756114490269
DRAIN CONTRACTOR,DRIVING SCHOOL OPERATOR (B),-0.01690046715353653
DRIVE-SELF RENTAL OWNER,DRIVING SCHOOL OPERATOR (B),-0.012329690003966536
DRIVEWAY PAVING CONTRACTOR,DRIVING SCHOOL OPERATOR (B),-0.0023028735017060487
DRIVING SCHOOL OPERATOR (B),DRIVING SCHOOL OPERATOR (B),1
DRIVING SCHOOL OPERATOR (V),DRIVING SCHOOL OPERATOR (B),0.14698815236237933
EATING ESTABLISHMENT,DRIVING SCHOOL OPERATOR (B),0.021492318255808843
ENTERTAINMENT ESTABLISHMENT/NIGHTCLUB,DRIVING SCHOOL OPERATOR (B),-0.00986254036267512
HAWKER/PEDLAR WITH MOTOR VEHICLE,DRIVING SCHOOL OPERATOR (B),-0.0026588656146589135
HEATING CONTRACTOR,DRIVING SCHOOL OPERATOR (B),0.00217312648154878
HOLISTIC CENTRE,DRIVING SCHOOL OPERATOR (B),0.06448283161396935
INSULATION INSTALLER,DRIVING SCHOOL OPERATOR (B),-0.0037606837673161276
LAUNDRY,DRIVING SCHOOL OPERATOR (B),0.03487133232139498
LIMOUSINE OWNER,DRIVING SCHOOL OPERATOR (B),-0.0035942729032423758
LIMOUSINE SERVICE COMPANY,DRIVING SCHOOL OPERATOR (B),-0.007527134718253781
MARKETING DISPLAY,DRIVING SCHOOL OPERATOR (B),0.0018576717661295252
MOBILE VENDING (FOOD TRUCK),DRIVING SCHOOL OPERATOR (B),-0.01423054459998195
MOBILE VENDING (ICE CREAM TRUCK),DRIVING SCHOOL OPERATOR (B),-0.005702538323412285
MOTORIZED REFRESHMENT VEHICLE OWNER,DRIVING SCHOOL OPERATOR (B),-0.010536110474608921
NON-MOTORIZED REFRESHMENT VEHICLE OWNER,DRIVING SCHOOL OPERATOR (B),-0.008936426062604235
PAWN SHOP,DRIVING SCHOOL OPERATOR (B),-0.01709344209129504
PAYDAY LOAN,DRIVING SCHOOL OPERATOR (B),0.06258782364404897
PERMANENT FIREWORKS VENDOR,DRIVING SCHOOL OPERATOR (B),-0.007527134718253781
PERSONAL SERVICES SETTINGS,DRIVING SCHOOL OPERATOR (B),0.06613712473525368
PET SHOP,DRIVING SCHOOL OPERATOR (B),0.01385815942081375
PLACE OF AMUSEMENT,DRIVING SCHOOL OPERATOR (B),0.037545508435196356
PLUMBING & HEATING CONTRACTOR,DRIVING SCHOOL OPERATOR (B),-0.01755086486894875
PLUMBING CONTRACTOR,DRIVING SCHOOL OPERATOR (B),-0.02504571085828318
PRECIOUS METAL SHOP,DRIVING SCHOOL OPERATOR (B),0.039741513097339753
PRIVATE PARKING ENFORCEMENT AGENCY,DRIVING SCHOOL OPERATOR (B),0.04023425941425447
PRIVATE TRANSPORTATION COMPANY,DRIVING SCHOOL OPERATOR (B),-0.005948441501166435
PUBLIC GARAGE,DRIVING SCHOOL OPERATOR (B),-0.0038176746915562867
PUBLIC HALL,DRIVING SCHOOL OPERATOR (B),0.021430876930346583
RETAIL STORE (FOOD),DRIVING SCHOOL OPERATOR (B),0.056124846660367086
SECOND HAND SALVAGE SHOP,DRIVING SCHOOL OPERATOR (B),-0.0075584971318221105
SECOND HAND SALVAGE YARD,DRIVING SCHOOL OPERATOR (B),0.015811262501716567
SECOND HAND SHOP,DRIVING SCHOOL OPERATOR (B),0.00636756867096076
SHORT TERM RENTAL COMPANY,DRIVING SCHOOL OPERATOR (B),-0.0026588656146589135
SIDEWALK CAFE,DRIVING SCHOOL OPERATOR (B),-0.02580089896055657
SIDEWALK VENDING,DRIVING SCHOOL OPERATOR (B),-0.013564564559494584
SMOKE SHOP,DRIVING SCHOOL OPERATOR (B),0.034047941134701665
TAXICAB BROKER,DRIVING SCHOOL OPERATOR (B),0.0046648046663406205
TAXICAB OPERATOR,DRIVING SCHOOL OPERATOR (B),-0.006517023764868264
TAXICAB OWNER,DRIVING SCHOOL OPERATOR (B),-0.0018971792478240325
TEMPORARY FIREWORKS VENDOR (OVER 25 KG),DRIVING SCHOOL OPERATOR (B),-7.628605500834685e-4
TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),DRIVING SCHOOL OPERATOR (B),-0.006731097248654037
TEMPORARY LEASE FIREWORKS VENDOR,DRIVING SCHOOL OPERATOR (B),-0.0037606837673161276
TEMPORARY MOBILE FIREWORKS VENDOR,DRIVING SCHOOL OPERATOR (B),-0.011569087350794195
TEMPORARY SIGN - A-FRAME,DRIVING SCHOOL OPERATOR (B),0.010254155951809894
TEMPORARY SIGN - MOBILE,DRIVING SCHOOL OPERATOR (B),-0.01600068993920039
TEMPORARY SIGN - PORTABLE,DRIVING SCHOOL OPERATOR (B),-0.007984752875600245
TEMPORARY SIGN PROVIDER,DRIVING SCHOOL OPERATOR (B),-0.0026588656146589135
THEATRE,DRIVING SCHOOL OPERATOR (B),0.0020895329989070776
TORONTO TAXICAB OWNER,DRIVING SCHOOL OPERATOR (B),-0.003900340882560923
TOW TRUCK OWNER,DRIVING SCHOOL OPERATOR (B),-0.009002180531747684
VAPOUR PRODUCT RETAILER,DRIVING SCHOOL OPERATOR (B),0.0017766063068209582
ADULT ENTERTAINMENT CLUB,DRIVING SCHOOL OPERATOR (V),-0.0015099592899158207
BILLIARD HALL,DRIVING SCHOOL OPERATOR (V),0.04274535082397812
BODY RUB PARLOUR,DRIVING SCHOOL OPERATOR (V),-0.002293101012541772
BOWLING HOUSE,DRIVING SCHOOL OPERATOR (V),-0.0017602140116446017
BUILDING CLEANER,DRIVING SCHOOL OPERATOR (V),-7.863873541438191e-4
BUILDING RENOVATOR,DRIVING SCHOOL OPERATOR (V),-0.0099708510580121
CARNIVAL,DRIVING SCHOOL OPERATOR (V),-7.863873541438191e-4
CIRCUS,DRIVING SCHOOL OPERATOR (V),-7.863873541438191e-4
CLOTHING DROP BOX LOCATION PERMIT,DRIVING SCHOOL OPERATOR (V),0.006247294879060053
CLOTHING DROP BOX OPERATOR,DRIVING SCHOOL OPERATOR (V),-9.632468439812771e-4
COMMERCIAL PARKING LOT,DRIVING SCHOOL OPERATOR (V),-0.005949049942787196
CURB LANE CAFE,DRIVING SCHOOL OPERATOR (V),-0.007267704930070539
CURBLANE VENDING,DRIVING SCHOOL OPERATOR (V),-0.0012633767950786742
DRAIN CONTRACTOR,DRIVING SCHOOL OPERATOR (V),-0.003534015213980344
DRIVE-SELF RENTAL OWNER,DRIVING SCHOOL OPERATOR (V),-0.005319437990377344
DRIVEWAY PAVING CONTRACTOR,DRIVING SCHOOL OPERATOR (V),-0.002961426677670984
DRIVING SCHOOL OPERATOR (B),DRIVING SCHOOL OPERATOR (V),0.14698815236237933
DRIVING SCHOOL OPERATOR (V),DRIVING SCHOOL OPERATOR (V),1
EATING ESTABLISHMENT,DRIVING SCHOOL OPERATOR (V),-0.0015660931379408319
ENTERTAINMENT ESTABLISHMENT/NIGHTCLUB,DRIVING SCHOOL OPERATOR (V),-0.00206233161329482
HAWKER/PEDLAR WITH MOTOR VEHICLE,DRIVING SCHOOL OPERATOR (V),-5.559888640218758e-4
HEATING CONTRACTOR,DRIVING SCHOOL OPERATOR (V),-0.0038997657261283783
HOLISTIC CENTRE,DRIVING SCHOOL OPERATOR (V),-0.007448673272808671
INSULATION INSTALLER,DRIVING SCHOOL OPERATOR (V),-7.863873541438191e-4
LAUNDRY,DRIVING SCHOOL OPERATOR (V),-0.002694928152403681
LIMOUSINE OWNER,DRIVING SCHOOL OPERATOR (V),-7.51589586717302e-4
LIMOUSINE SERVICE COMPANY,DRIVING SCHOOL OPERATOR (V),-0.0015739806699024935
MARKETING DISPLAY,DRIVING SCHOOL OPERATOR (V),-0.005628732703979618
MOBILE VENDING (FOOD TRUCK),DRIVING SCHOOL OPERATOR (V),-0.002975714260598906
MOBILE VENDING (ICE CREAM TRUCK),DRIVING SCHOOL OPERATOR (V),-0.0011924437952017125
MOTORIZED REFRESHMENT VEHICLE OWNER,DRIVING SCHOOL OPERATOR (V),-0.0022031802065100897
NON-MOTORIZED REFRESHMENT VEHICLE OWNER,DRIVING SCHOOL OPERATOR (V),-0.0018686741246229522
PAWN SHOP,DRIVING SCHOOL OPERATOR (V),-0.0035743677296688104
PAYDAY LOAN,DRIVING SCHOOL OPERATOR (V),0.07306329900521999
PERMANENT FIREWORKS VENDOR,DRIVING SCHOOL OPERATOR (V),-0.0015739806699024935
PERSONAL SERVICES SETTINGS,DRIVING SCHOOL OPERATOR (V),-0.009442810293394858
PET SHOP,DRIVING SCHOOL OPERATOR (V),-0.0028698827494657154
PLACE OF AMUSEMENT,DRIVING SCHOOL OPERATOR (V),-0.003995047461526509
PLUMBING & HEATING CONTRACTOR,DRIVING SCHOOL OPERATOR (V),-0.003670018284222332
PLUMBING CONTRACTOR,DRIVING SCHOOL OPERATOR (V),-0.006358145587961931
PRECIOUS METAL SHOP,DRIVING SCHOOL OPERATOR (V),-0.003750807343776651
PRIVATE PARKING ENFORCEMENT AGENCY,DRIVING SCHOOL OPERATOR (V),0.01563631405699021
PRIVATE TRANSPORTATION COMPANY,DRIVING SCHOOL OPERATOR (V),-0.0012438640052736827
PUBLIC GARAGE,DRIVING SCHOOL OPERATOR (V),-0.0091718880445051
PUBLIC HALL,DRIVING SCHOOL OPERATOR (V),-0.004321871155773696
RETAIL STORE (FOOD),DRIVING SCHOOL OPERATOR (V),0.017510705995017715
SECOND HAND SALVAGE SHOP,DRIVING SCHOOL OPERATOR (V),-0.001580538787242725
SECOND HAND SALVAGE YARD,DRIVING SCHOOL OPERATOR (V),-0.0016411342469208267
SECOND HAND SHOP,DRIVING SCHOOL OPERATOR (V),0.03228289377137044
SHORT TERM RENTAL COMPANY,DRIVING SCHOOL OPERATOR (V),-5.559888640218758e-4
SIDEWALK CAFE,DRIVING SCHOOL OPERATOR (V),-0.006764847266899903
SIDEWALK VENDING,DRIVING SCHOOL OPERATOR (V),-0.002836452808598326
SMOKE SHOP,DRIVING SCHOOL OPERATOR (V),-0.003534015213980344
TAXICAB BROKER,DRIVING SCHOOL OPERATOR (V),-0.0014455625741999658
TAXICAB OPERATOR,DRIVING SCHOOL OPERATOR (V),-0.0013627588471775748
TAXICAB OWNER,DRIVING SCHOOL OPERATOR (V),-0.0020684608557331413
TEMPORARY FIREWORKS VENDOR (OVER 25 KG),DRIVING SCHOOL OPERATOR (V),-0.0027535384818191564
TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),DRIVING SCHOOL OPERATOR (V),-0.0014075232280515312
TEMPORARY LEASE FIREWORKS VENDOR,DRIVING SCHOOL OPERATOR (V),-7.863873541438191e-4
TEMPORARY MOBILE FIREWORKS VENDOR,DRIVING SCHOOL OPERATOR (V),-0.002419183466240383
TEMPORARY SIGN - A-FRAME,DRIVING SCHOOL OPERATOR (V),-0.004387611973794604
TEMPORARY SIGN - MOBILE,DRIVING SCHOOL OPERATOR (V),-0.004051936031724219
TEMPORARY SIGN - PORTABLE,DRIVING SCHOOL OPERATOR (V),-0.0016696720798241203
TEMPORARY SIGN PROVIDER,DRIVING SCHOOL OPERATOR (V),-5.559888640218758e-4
THEATRE,DRIVING SCHOOL OPERATOR (V),-0.0027399767315516676
TORONTO TAXICAB OWNER,DRIVING SCHOOL OPERATOR (V),-8.155907108044327e-4
TOW TRUCK OWNER,DRIVING SCHOOL OPERATOR (V),-0.002280364338648649
VAPOUR PRODUCT RETAILER,DRIVING SCHOOL OPERATOR (V),-0.007198249494067329
ADULT ENTERTAINMENT CLUB,EATING ESTABLISHMENT,0.04381375591001479
BILLIARD HALL,EATING ESTABLISHMENT,0.08513840400034481
BODY RUB PARLOUR,EATING ESTABLISHMENT,-0.0029651328400176254
BOWLING HOUSE,EATING ESTABLISHMENT,0.058667583226246885
BUILDING CLEANER,EATING ESTABLISHMENT,-0.017518054817616674
BUILDING RENOVATOR,EATING ESTABLISHMENT,-0.14224606603656742
CARNIVAL,EATING ESTABLISHMENT,0.03611085629842206
CIRCUS,EATING ESTABLISHMENT,0.04436145800858187
CLOTHING DROP BOX LOCATION PERMIT,EATING ESTABLISHMENT,0.02306797455265657
CLOTHING DROP BOX OPERATOR,EATING ESTABLISHMENT,0.005491905632557327
COMMERCIAL PARKING LOT,EATING ESTABLISHMENT,-0.029246390884494315
CURB LANE CAFE,EATING ESTABLISHMENT,0.2953891044667898
CURBLANE VENDING,EATING ESTABLISHMENT,-0.015835490405546254
DRAIN CONTRACTOR,EATING ESTABLISHMENT,-0.06482163654859908
DRIVE-SELF RENTAL OWNER,EATING ESTABLISHMENT,0.0021848326626340638
DRIVEWAY PAVING CONTRACTOR,EATING ESTABLISHMENT,-0.04870912421736535
DRIVING SCHOOL OPERATOR (B),EATING ESTABLISHMENT,0.021492318255808843
DRIVING SCHOOL OPERATOR (V),EATING ESTABLISHMENT,-0.0015660931379408319
EATING ESTABLISHMENT,EATING ESTABLISHMENT,1
ENTERTAINMENT ESTABLISHMENT/NIGHTCLUB,EATING ESTABLISHMENT,0.0694583537168182
HAWKER/PEDLAR WITH MOTOR VEHICLE,EATING ESTABLISHMENT,0.00511438109714427
HEATING CONTRACTOR,EATING ESTABLISHMENT,-0.07702358958669232
HOLISTIC CENTRE,EATING ESTABLISHMENT,0.15748537272549273
INSULATION INSTALLER,EATING ESTABLISHMENT,-0.017518054817616674
LAUNDRY,EATING ESTABLISHMENT,0.09397295693307717
LIMOUSINE OWNER,EATING ESTABLISHMENT,-0.014962278747719063
LIMOUSINE SERVICE COMPANY,EATING ESTABLISHMENT,-0.03093451036225326
MARKETING DISPLAY,EATING ESTABLISHMENT,0.11292666646046767
MOBILE VENDING (FOOD TRUCK),EATING ESTABLISHMENT,-0.0477516733931325
MOBILE VENDING (ICE CREAM TRUCK),EATING ESTABLISHMENT,-0.026563621173707367
